id	speaker	headline	URL	description	transcript_URL	month_filmed	year_filmed	event	duration	date_published	tags
2243	Nick Bostrom	What happens when our computers get smarter than we are?	http://www.ted.com/talks/view/id/2243	"Artificial intelligence is getting smarter by leaps and bounds -- within this century, research suggests, a computer AI could be as ""smart"" as a human being. And then, says Nick Bostrom, it will overtake us: ""Machine intelligence is the last invention that humanity will ever need to make."" A philosopher and technologist, Bostrom asks us to think hard about the world we're building right now, driven by thinking machines. Will our smart machines help to preserve humanity and our values -- or will they have values of their own?"	http://www.ted.com/talks/view/id/2243/transcript?language=en	3	2015	TED2015	0:16:31	4/27/15	"philosophy,AI,machine learning,future,technology"
2244	Greg Gage	How to control someone else's arm with your brain	http://www.ted.com/talks/view/id/2244	"Greg Gage is on a mission to make brain science accessible to all. In this fun, kind of creepy demo, the neuroscientist and TED Senior Fellow uses a simple, inexpensive DIY kit to take away the free will of an audience member. It's not a parlor trick; it actually works. You have to see it to believe it."	http://www.ted.com/talks/view/id/2244/transcript?language=en	3	2015	TED2015	0:05:52	4/28/15	"physiology,biotech,neuroscience,demo,biology,brain,science,technology,TED Fellows"
2245	Tal Danino	Programming bacteria to detect cancer (and maybe treat it)	http://www.ted.com/talks/view/id/2245	"Liver cancer is one of the most difficult cancers to detect, but synthetic biologist Tal Danino had a left-field thought: What if we could create a probiotic, edible bacteria that was ""programmed"" to find liver tumors? His insight exploits something we're just beginning to understand about bacteria: their power of quorum sensing, or doing something together once they reach critical mass. Danino, a TED Fellow, explains how quorum sensing works -- and how clever bacteria working together could someday change cancer treatment."	http://www.ted.com/talks/view/id/2245/transcript?language=en	3	2015	TED2015	0:04:11	5/7/15	"cancer,health,biology,bacteria,TED Fellows"
2246	Abe Davis	New video technology that reveals an object's hidden properties	http://www.ted.com/talks/view/id/2246	"Subtle motion happens around us all the time, including tiny vibrations caused by sound. New technology shows that we can pick up on these vibrations and actually re-create sound and conversations just from a video of a seemingly still object. But now Abe Davis takes it one step further: Watch him demo software that lets anyone interact with these hidden properties, just from a simple video."	http://www.ted.com/talks/view/id/2246/transcript?language=en	3	2015	TED2015	0:17:57	5/5/15	"computers,software,technology"
2247	Alice Goffman	How we're priming some kids for college -- and others for prison	http://www.ted.com/talks/view/id/2247	"In the United States, two institutions guide teenagers on the journey to adulthood: college and prison. Sociologist Alice Goffman spent six years in a troubled Philadelphia neighborhood and saw first-hand how teenagers of African-American and Latino backgrounds are funneled down the path to prison -- sometimes starting with relatively minor infractions. In an impassioned talk she asks, ""Why are we offering only handcuffs and jail time?"""	http://www.ted.com/talks/view/id/2247/transcript?language=en	3	2015	TED2015	0:16:04	5/1/15	"crime,race,culture,prison,violence,inequality"
2248	Dawn Landes	"A song for my hero, the woman who rowed into a hurricane"	http://www.ted.com/talks/view/id/2248	"Singer-songwriter Dawn Landes tells the story of Tori Murden McClure, who dreamed of rowing across the Atlantic in a small boat -- but whose dream was almost capsized by waves the size of a seven-story building. Through video, story and song, Landes imagines the mindset of a woman alone in the midst of the vast ocean. (This talk was part of a session at TED2015 guest-curated by Pop-Up Magazine: popupmagazine.com or @popupmag on Twitter.)"	http://www.ted.com/talks/view/id/2248/transcript?language=en	3	2015	TED2015	0:09:26	5/8/15	"music,adventure"
2249	Anand Varma	The first 21 days of a beeâ€™s life	http://www.ted.com/talks/view/id/2249	"Weâ€™ve heard that bees are disappearing. But what is making bee colonies so vulnerable? Photographer Anand Varma raised bees in his backyard -- in front of a camera -- to get an up close view. This project, for National Geographic, gives a lyrical glimpse into a beehive, and reveals one of the biggest threats to its health, a mite that preys on baby bees in their first 21 days of life. With footage set to music from Rob Moose and the Magik*Magik Orchestra, Varma shows the problem ... and whatâ€™s being done to solve it. (This talk was part of a session at TED2015 guest-curated by Pop-Up Magazine: popupmagazine.com or @popupmag on Twitter.)"	http://www.ted.com/talks/view/id/2249/transcript?language=en	3	2015	TED2015	0:06:06	5/11/15	"bees,photography,nature"
2250	The Lady Lifers	A moving song from women in prison for life	http://www.ted.com/talks/view/id/2250	"The ten women in this chorus have all been sentenced to life in prison. They share a moving song about their experiences -- one that reveals their hopes, regrets and fears. ""I'm not an angel,"" sings one, ""but I'm not the devil.""Ã‚ Filmed at an independent TEDx event inside Muncy State Prison,Ã‚ it's a rare and poignant look inside the world of people imprisoned with no hope of parole. (Note: The prison's Office of Victim Advocacy has ensured that victims were treated fairly and respectfully around this TEDx event.)"	http://www.ted.com/talks/view/id/2250/transcript?language=en	11	2014	TEDxMuncyStatePrison	0:09:36	5/15/15	"music,prison"
2251	Elora Hardy	"Magical houses, made of bamboo"	http://www.ted.com/talks/view/id/2251	"You've never seen buildings like this. The stunning bamboo homes built by Elora Hardy and her team in Bali twist, curve and surprise at every turn. They defy convention because the bamboo itself is so enigmatic. No two poles of bamboo are alike, so every home, bridge and bathroom is exquisitely unique. In this beautiful, immersive talk, she shares the potential of bamboo, as both a sustainable resource and a spark for the imagination. ""We have had to invent our own rules,"" she says."	http://www.ted.com/talks/view/id/2251/transcript?language=en	3	2015	TED2015	0:10:17	5/12/15	"architecture,sustainability,design"
2252	Esther Perel	Rethinking infidelity ... a talk for anyone who has ever loved	http://www.ted.com/talks/view/id/2252	"Infidelity is the ultimate betrayal. But does it have to be? Relationship therapist Esther Perel examines why people cheat, and unpacks why affairs are so traumatic: because they threaten our emotional security. In infidelity, she sees something unexpected -- an expression of longing and loss. A must-watch for anyone who has ever cheated or been cheated on, or who simply wants a new framework for understanding relationships."	http://www.ted.com/talks/view/id/2252/transcript?language=en	3	2015	TED2015	0:21:31	5/21/15	"love,relationships,sex,culture"
2253	Roman Mars	Why city flags may be the worst-designed thing you've never noticed	http://www.ted.com/talks/view/id/2253	"Roman Mars is obsessed with flags -- and after you watch this talk, you might be, too. These ubiquitous symbols of civic pride are often designed, well, pretty terribly. But they don't have to be. In this surprising and hilarious talk about vexillology -- the study of flags -- Mars reveals the five basic principles of flag design and shows why he believes they can be applied to just about anything."	http://www.ted.com/talks/view/id/2253/transcript?language=en	3	2015	TED2015	0:18:18	5/14/15	"product design,cities,design,humor,government"
2254	Steven Wise	Chimps have feelings and thoughts. They should also have rights	http://www.ted.com/talks/view/id/2254	"Chimpanzees are people too, you know. Ok, not exactly. But lawyer Steven Wise has spent the last 30 years working to change these animals' status from ""things"" to ""persons."" It's not a matter of legal semantics; as he describes in this fascinating talk, recognizing that animals like chimps have extraordinary cognitive capabilities and rethinking the way we treat them -- legally -- is no less than a moral duty."	http://www.ted.com/talks/view/id/2254/transcript?language=en	3	2015	TED2015	0:14:17	5/20/15	"law,culture,animals"
2255	Chris Burkard	The joy of surfing in ice-cold water	http://www.ted.com/talks/view/id/2255	"""Anything that is worth pursuing is going to require us to suffer, just a little bit,"" says surf photographer Chris Burkard, as he explains his obsession with the coldest, choppiest, most isolated beaches on earth. With jawdropping photos and stories of places few humans have ever seen -- much less surfed -- he draws us into his ""personal crusade against the mundane."""	http://www.ted.com/talks/view/id/2255/transcript?language=en	3	2015	TED2015	0:09:42	5/22/15	"travel,oceans,photography,creativity"
2256	Suki Kim	This is what it's like to go undercover in North Korea	http://www.ted.com/talks/view/id/2256	"For six months, Suki Kim worked as an English teacher at an elite school for North Korea's future leaders -- while writing a book on one of the world's most repressive regimes. As she helped her students grapple with concepts like ""truth"" and ""critical thinking,"" she came to wonder: Was teaching these students to seek the truth putting them in peril? (This talk was part of a session at TED2015 guest-curated by Pop-Up Magazine: popupmagazine.com or @popupmag on Twitter.)"	http://www.ted.com/talks/view/id/2256/transcript?language=en	3	2015	TED2015	0:12:32	6/8/15	"education,politics"
2257	Cosmin Mihaiu	Physical therapy is boring -- play a game instead	http://www.ted.com/talks/view/id/2257	"Youâ€™ve just been injured, and youâ€™re on the way home from an hour of physical therapy. The last thing you want to do on your own is confusing exercises that take too long to show results. TED Fellow Cosmin Mihaiu demos a fun, cheap solution that turns boring physical therapy exercises into a video game with crystal-clear instructions."	http://www.ted.com/talks/view/id/2257/transcript?language=en	3	2015	TED2015	0:05:57	5/19/15	"gaming,software,health,demo,TED Fellows"
2258	Martine Rothblatt	"My daughter, my wife, our robot, and the quest for immortality"	http://www.ted.com/talks/view/id/2258	"The founder of Sirius XM satellite radio, Martine Rothblatt now heads up a drug company that makes life-saving medicines for rare diseases (including one drug that saved her own daughter's life). Meanwhile she is working to preserve the consciousness of the woman she loves in a digital file ... and a companion robot. In an onstage conversation with TED's Chris Anderson, Rothblatt shares her powerful story of love, identity, creativity, and limitless possibility."	http://www.ted.com/talks/view/id/2258/transcript?language=en	3	2015	TED2015	0:21:04	5/18/15	"love,robots,Gender spectrum,Transgender,biotech,medicine,creativity,identity,technology"
2259	Alan Eustace	I leapt from the stratosphere. Here's how I did it	http://www.ted.com/talks/view/id/2259	"On October 24, 2014, Alan Eustace donned a custom-built, 235-pound spacesuit, attached himself to a weather balloon, and rose above 135,000 feet, from which point he dove to Earth, breaking both the sound barrier and previous records for high-altitude jumps. Hear his story of how -- and why."	http://www.ted.com/talks/view/id/2259/transcript?language=en	3	2015	TED2015	0:14:28	9/4/15	"extreme sports,space,invention,Google,astronomy,physics,innovation,exploration,science,engineering,adventure,technology"
2260	Sara Seager	The search for planets beyond our solar system	http://www.ted.com/talks/view/id/2260	"Every star we see in the sky has at least one planet orbiting it, says astronomer Sara Seager. So what do we know about these exoplanets, and how can we find out more? Seager introduces her favorite set of exoplanets and shows new technology that can help collect information about them -- and even help us look for exoplanets with life."	http://www.ted.com/talks/view/id/2260/transcript?language=en	3	2015	TED2015	0:16:14	5/28/15	"Planets,solar system,solar,universe,space,astronomy,exploration,science,life,ecology,data"
2261	Jeffrey Brown	How we cut youth violence in Boston by 79 percent	http://www.ted.com/talks/view/id/2261	"An architect of the ""Boston miracle,"" Rev. Jeffrey Brown started out as a bewildered young pastor watching his Boston neighborhood fall apart around him, as drugs and gang violence took hold of the kids on the streets. The first step to recovery: Listen to those kids, don't just preach to them, and help them reduce violence in their own neighborhoods. It's a powerful talk about listening to make change."	http://www.ted.com/talks/view/id/2261/transcript?language=en	3	2015	TED2015	0:18:03	5/26/15	"narcotics,youth,faith,crime,violence,social change,peace"
2262	Yassmin Abdel-Magied	What does my headscarf mean to you?	http://www.ted.com/talks/view/id/2262	"What do you think when you look at this speaker? Well, think again. (And then again.) In this funny, honest, empathetic talk, Yassmin Abdel-Magied challenges us to look beyond our initial perceptions, and to open doors to new ways of supporting others."	http://www.ted.com/talks/view/id/2262/transcript?language=en	12	2014	TEDxSouthBank	0:14:01	5/27/15	"TEDx,culture,activism,religion,women"
2263	Trevor Aaronson	How this FBI strategy is actually creating US-based terrorists	http://www.ted.com/talks/view/id/2263	"There's an organization responsible for more terrorism plots in the United States than al-Qaeda, al-Shabaab and ISIS combined: The FBI. How? Why? In an eye-opening talk, investigative journalist Trevor Aaronson reveals a disturbing FBI practice that breeds terrorist plots by exploiting Muslim-Americans with mental health problems."	http://www.ted.com/talks/view/id/2263/transcript?language=en	3	2015	TED2015	0:09:22	6/4/15	"terrorism,United States,violence,government,TED Fellows"
2264	Jimmy Nelson	Gorgeous portraits of the world's vanishing people	http://www.ted.com/talks/view/id/2264	"When Jimmy Nelson traveled to Siberia to photograph the Chukchi people, elders told him: ""You cannot photograph us. You have to wait, you have to wait until you get to know us, you have to wait until you understand us."" In this gorgeously photo-filled talk, join Nelson's quest to understand -- the world, other people, himself -- by making astonishing portraits of the world's vanishing tribes and cultures."	http://www.ted.com/talks/view/id/2264/transcript?language=en	10	2014	TEDGlobal 2014	0:17:18	5/29/15	"photography,culture"
2265	Laura Schulz	The surprisingly logical minds of babies	http://www.ted.com/talks/view/id/2265	"How do babies learn so much from so little so quickly? In a fun, experiment-filled talk, cognitive scientist Laura Schulz shows how our young ones make decisions with a surprisingly strong sense of logic, well before they can talk."	http://www.ted.com/talks/view/id/2265/transcript?language=en	3	2015	TED2015	0:20:18	6/2/15	"physiology,youth,behavioral economics,cognitive science,mind,education,brain,science,children,data"
2272	Bill Gross	The single biggest reason why startups succeed	http://www.ted.com/talks/view/id/2272	"Bill Gross has founded a lot of startups, and incubated many others -- and he got curious about why some succeeded and others failed. So he gathered data from hundreds of companies, his own and other people's, and ranked each company on five key factors. He found one factor that stands out from the others -- and surprised even him."	http://www.ted.com/talks/view/id/2272/transcript?language=en	3	2015	TED2015	0:06:40	6/1/15	"creativity,technology,business"
2273	Joey Alexander	An 11-year-old prodigy performs old-school jazz	http://www.ted.com/talks/view/id/2273	"Raised listening to his dad's old records, Joey Alexander plays a brand of sharp, modern piano jazz that you likely wouldn't expect to hear from a pre-teenager. Listen as the 11-year-old delights the TED crowd with his very special performance of a Thelonious Monk classic."	http://www.ted.com/talks/view/id/2273/transcript?language=en	3	2015	TED2015	0:06:28	6/19/15	"jazz,live music,music,entertainment,performance"
2274	Tony Fadell	The first secret of design is ... noticing	http://www.ted.com/talks/view/id/2274	"As human beings, we get used to ""the way things are"" really fast. But for designers, the way things are is an opportunity ... Could things be better? How? In this funny, breezy talk, the man behind the iPod and the Nest thermostat shares some of his tips for noticing -- and driving -- change."	http://www.ted.com/talks/view/id/2274/transcript?language=en	3	2015	TED2015	0:16:41	6/3/15	"product design,design,technology"
2275	Noy Thrupkaew	Human trafficking is all around you. This is how it works	http://www.ted.com/talks/view/id/2275	"Behind the everyday bargains we all love -- the $10 manicure, the unlimited shrimp buffet -- is a hidden world of forced labor to keep those prices at rock bottom. Noy Thrupkaew investigates human trafficking -- which flourishes in the US and Europe, as well as developing countries -- and shows us the human faces behind the exploited labor that feeds global consumers."	http://www.ted.com/talks/view/id/2275/transcript?language=en	3	2015	TED2015	0:18:51	7/13/15	"consumerism,Slavery,crime,economics,work"
2276	Linda Cliatt-Wayman	"How to fix a broken school? Lead fearlessly, love hard"	http://www.ted.com/talks/view/id/2276	"On Linda Cliatt-Wayman's first day as principal at a failing high school in North Philadelphia, she was determined to lay down the law. But she soon realized the job was more complex than she thought. With palpable passion, she shares the three principles that helped her turn around three schools labeled ""low-performing and persistently dangerous."" Her fearless determination to lead -- and to love the students, no matter what -- is a model for leaders in all fields."	http://www.ted.com/talks/view/id/2276/transcript?language=en	5	2015	TEDWomen 2015	0:17:07	6/5/15	"poverty,education,leadership,teaching"
2277	Donald Hoffman	Do we see reality as it is?	http://www.ted.com/talks/view/id/2277	"Cognitive scientist Donald Hoffman is trying to answer a big question: Do we experience the world as it really is ... or as we need it to be? In this ever so slightly mind-blowing talk, he ponders how our minds construct reality for us."	http://www.ted.com/talks/view/id/2277/transcript?language=en	3	2015	TED2015	0:21:50	6/11/15	"memory,consciousness,cognitive science,mind,neuroscience,evolution,biology,brain,sight,science,animals"
2278	Sarah Jones	"One woman, five characters, and a sex lesson from the future"	http://www.ted.com/talks/view/id/2278	"In this performance, Sarah Jones brings you to the front row of a classroom in the future, as a teacher plugs in different personas from the year 2016 to show their varied perspectives on sex work. As she changes props, Jones embodies an elderly homemaker, a ""sex work studies"" major, an escort, a nun-turned-prostitute and a guy at a strip club for his bachelor party. Itâ€™s an intriguing look at a taboo topic, that flips cultural norms around sex inside out."	http://www.ted.com/talks/view/id/2278/transcript?language=en	3	2015	TED2015	0:25:28	6/9/15	"sex,culture,future,performance,humor"
2279	Rana el Kaliouby	This app knows how you feel -- from the look on your face	http://www.ted.com/talks/view/id/2279	"Our emotions influence every aspect of our lives -- how we learn, how we communicate, how we make decisions. Yet theyâ€™re absent from our digital lives; the devices and apps we interact with have no way of knowing how we feel. ScientistÃ‚ Rana el KalioubyÃ‚ aims to change that. She demos a powerful new technology that reads your facial expressions and matches them to corresponding emotions.Ã‚ ThisÃ‚ ""emotion engine"" Ã‚ has big implications, she says, and could change not just how we interact with machines -- but with each other."	http://www.ted.com/talks/view/id/2279/transcript?language=en	5	2015	TEDWomen 2015	0:11:04	6/15/15	"computers,psychology,compassion,technology"
2280	LaToya Ruby Frazier	A visual history of inequality in industrial America	http://www.ted.com/talks/view/id/2280	"For the last 12 years, LaToya Ruby Frazier has photographed friends, neighbors and family in Braddock, Pennsylvania. But though the steel town has lately been hailed as a posterchild of ""rustbelt revitalization,"" Frazier's pictures tell a different story, of the real impact of inequality and environmental toxicity. In this short, powerful talk, the TED Fellow shares a deeply personal glimpse of an often-unseen world."	http://www.ted.com/talks/view/id/2280/transcript?language=en	3	2015	TED2015	0:05:03	6/18/15	"photography,social change,inequality,environment,creativity,art,community,TED Fellows"
2281	Lee Mokobe	A powerful poem about what it feels like to be transgender	http://www.ted.com/talks/view/id/2281	"""I was the mystery of an anatomy, a question asked but not answered,"" says poet Lee Mokobe, a TED Fellow, in this gripping and poetic exploration of identity and transition. It's a thoughtful reflection on bodies, and the meanings poured into them."	http://www.ted.com/talks/view/id/2281/transcript?language=en	5	2015	TEDWomen 2015	0:04:21	6/12/15	"spoken word,poetry,gender,Gender spectrum,Transgender,TED Fellows"
2282	Ash Beckham	When to take a stand -- and when to let it go	http://www.ted.com/talks/view/id/2282	"Ash Beckham recently found herself in a situation that made her ask: who am I? She felt pulled between two roles -- as an aunt and as an advocate. Each of us feels this struggle sometimes, she says -- and offers bold suggestions for how to stand up for your moral integrity when it isnâ€™t convenient."	http://www.ted.com/talks/view/id/2282/transcript?language=en	9	2014	TEDxBoulder	0:15:35	7/10/15	"morality,TEDx,activism,identity"
2283	Margaret Heffernan	Forget the pecking order at work	http://www.ted.com/talks/view/id/2283	"Organizations are often run according to ""the superchicken model,"" where the value is placed on star employees who outperform others. And yet, this isn't what drives the most high-achieving teams. Business leader Margaret Heffernan observes that it is social cohesion -- built every coffee break, every time one team member asks another for help -- that leads over time to great results. It's a radical rethink of what drives us to do our best work, and what it means to be a leader. Because as Heffernan points out: ""Companies don't have ideas. Only people do."""	http://www.ted.com/talks/view/id/2283/transcript?language=en	5	2015	TEDWomen 2015	0:15:47	6/16/15	"TED Books,leadership,work,life,business"
2284	Roxane Gay	Confessions of a bad feminist	http://www.ted.com/talks/view/id/2284	"When writer Roxane Gay dubbed herself a ""bad feminist,"" she was making a joke, acknowledging that she couldn't possibly live up to the demands for perfection of the feminist movement. But she's realized that the joke rang hollow. In a thoughtful and provocative talk, she asks us to embrace all flavors of feminism -- and make the small choices that, en masse, might lead to actual change."	http://www.ted.com/talks/view/id/2284/transcript?language=en	5	2015	TEDWomen 2015	0:11:28	6/22/15	"feminism,women,identity"
2285	Latif Nasser	The amazing story of the man who gave us modern pain relief	http://www.ted.com/talks/view/id/2285	"For the longest time, doctors basically ignored the most basic and frustrating part of being sick -- pain. In this lyrical, informative talk, Latif Nasser tells the extraordinary story of wrestler and doctor John J. Bonica, who persuaded the medical profession to take pain seriously -- and transformed the lives of millions."	http://www.ted.com/talks/view/id/2285/transcript?language=en	3	2015	TED2015	0:13:51	7/1/15	"pharmaceuticals,pain,empathy,health,health care,medicine,medical research,science and art,social change,history,science,storytelling"
2286	Steve Silberman	The forgotten history of autism	http://www.ted.com/talks/view/id/2286	"Decades ago, few pediatricians had heard of autism. In 1975, 1 in 5,000 kids was estimated to have it. Today, 1 in 68 is on the autism spectrum. What caused this steep rise? Steve Silberman points to ""a perfect storm of autism awareness"" -- a pair of psychologists with an accepting view, an unexpected pop culture moment and a new clinical test. But to really understand, we have to go back further to an Austrian doctor by the name of Hans Asperger, who published a pioneering paper in 1944. Because it was buried in time, autism has been shrouded in misunderstanding ever since. (This talk was part of a TED2015 session curated by Pop-Up Magazine: popupmagazine.com or @popupmag on Twitter.)"	http://www.ted.com/talks/view/id/2286/transcript?language=en	3	2015	TED2015	0:13:48	6/17/15	"Autism spectrum disorder,cognitive science,culture,history"
2287	Chip Kidd	The art of first impressions -- in design and life	http://www.ted.com/talks/view/id/2287	"Book designer Chip Kidd knows all too well how often we judge things by first appearances. In this hilarious, fast-paced talk, he explains the two techniques designers use to communicate instantly -- clarity and mystery -- and when, why and how they work. He celebrates beautiful, useful pieces of design, skewers less successful work, and shares the thinking behind some of his own iconic book covers."	http://www.ted.com/talks/view/id/2287/transcript?language=en	5	2015	TEDSalon NY2015	0:18:57	6/23/15	"TED Books,literature,books,design,creativity"
2288	Gayle Tzemach Lemmon	Meet the women fighting on the front lines of an American war	http://www.ted.com/talks/view/id/2288	"In 2011, the US Armed Forces still had a ban on women in combat -- but in that year, a Special Operations team of women was sent to Afghanistan to serve on the front lines, to build rapport with locals and try to help bring an end to the war. Reporter Gayle Tzemach Lemmon tells the story of this ""band of sisters,"" an extraordinary group of women warriors who helped break a long-standing barrier to serve."	http://www.ted.com/talks/view/id/2288/transcript?language=en	5	2015	TEDWomen 2015	0:11:25	7/2/15	"war,women,peace"
2289	Maryn McKenna	What do we do when antibiotics don't work any more?	http://www.ted.com/talks/view/id/2289	"Penicillin changed everything. Infections that had previously killed were suddenly quickly curable. Yet as Maryn McKenna shares in this sobering talk, we've squandered the advantages afforded us by that and later antibiotics. Drug-resistant bacteria mean we're entering a post-antibiotic world -- and it won't be pretty. There are, however, things we can do ... if we start right now."	http://www.ted.com/talks/view/id/2289/transcript?language=en	3	2015	TED2015	0:16:59	6/25/15	"pharmaceuticals,disease,public health,health,medicine"
2291	Chris Urmson	How a driverless car sees the road	http://www.ted.com/talks/view/id/2291	"Statistically, the least reliable part of the car is ... the driver. Chris Urmson heads up Google's driverless car program, one of several efforts to remove humans from the driver's seat. He talks about where his program is right now, and shares fascinating footage that shows how the car sees the road and makes autonomous decisions about what to do next."	http://www.ted.com/talks/view/id/2291/transcript?language=en	3	2015	TED2015	0:15:29	6/26/15	"cars,transportation,technology"
2292	Dame Ellen MacArthur	The surprising thing I learned sailing solo around the world	http://www.ted.com/talks/view/id/2292	"What do you learn when you sail around the world on your own? When solo sailor Ellen MacArthur circled the globe -- carrying everything she needed with her -- she came back with new insight into the way the world works, as a place of interlocking cycles and finite resources, where the decisions we make today affect what's left for tomorrow. She proposes a bold new way to see the world's economic systems: not as linear, but as circular, where everything comes around."	http://www.ted.com/talks/view/id/2292/transcript?language=en	3	2015	TED2015	0:16:47	6/29/15	"oceans,economics,environment"
2293	Jimmy Carter	Why I believe the mistreatment of women is the number one human rights abuseÃ‚	http://www.ted.com/talks/view/id/2293	"With his signature resolve, former US President Jimmy Carter dives into three unexpected reasons why the mistreatment of women and girls continues in so many manifestations in so many parts of the world, both developed and developing. The final reason he gives? ""In general, men donâ€™t give a damn."""	http://www.ted.com/talks/view/id/2293/transcript?language=en	5	2015	TEDWomen 2015	0:16:36	6/30/15	"inequality,women,global issues,peace"
2294	Rajiv Maheswaran	The math behind basketball's wildest moves	http://www.ted.com/talks/view/id/2294	"Basketball is a fast-moving game of improvisation, contact and, ahem, spatio-temporal pattern recognition. Rajiv Maheswaran and his colleagues are analyzing the movements behind the key plays of the game, to help coaches and players combine intuition with new data. Bonus: What they're learning could help us understand how humans move everywhere."	http://www.ted.com/talks/view/id/2294/transcript?language=en	3	2015	TED2015	0:12:08	7/6/15	"sports,math,visualizations,technology"
2295	Memory Banda	A warriorâ€™s cry against child marriage	http://www.ted.com/talks/view/id/2295	"Memory Bandaâ€™s life took a divergent path from her sisterâ€™s. When her sister reached puberty, she was sent to a traditional ""initiation camp"" that teaches girls ""how to sexually please a man."" She got pregnant there -- at age 11. Banda, however, refused to go. Instead, she organized others and asked her communityâ€™s leader to issue a bylaw that no girl should be forced to marry before turning 18. She pushed on to the national level Ã¢â‚¬Â¦ with incredible results for girls across Malawi."	http://www.ted.com/talks/view/id/2295/transcript?language=en	5	2015	TEDWomen 2015	0:12:38	7/7/15	"violence,women,children,global issues"
2296	Manuel Lima	A visual history of human knowledge	http://www.ted.com/talks/view/id/2296	"How does knowledge grow? Sometimes it begins with one insight and grows into many branches; other times it grows as a complex and interconnected network. Infographics expert Manuel Lima explores the thousand-year history of mapping data -- from languages to dynasties -- using trees and networks of information. It's a fascinating history of visualizations, and a look into humanity's urge to map what we know."	http://www.ted.com/talks/view/id/2296/transcript?language=en	3	2015	TED2015	0:12:49	8/18/15	"visualizations,design,data,art"
2297	Aspen Baker	A better way to talk about abortion	http://www.ted.com/talks/view/id/2297	"Abortion is extremely common. In America, for example, one in three women will have an abortion in their lifetime, yet the strong emotions sparked by the topic -- and the highly politicized rhetoric around it -- leave little room for thoughtful, open debate. In this personal, thoughtful talk, Aspen Baker makes the case for being neither ""pro-life"" nor ""pro-choice"" but rather ""pro-voice"" -- and for the roles that listening and storytelling can play when it comes to discussing difficult topics."	http://www.ted.com/talks/view/id/2297/transcript?language=en	5	2015	TEDWomen 2015	0:10:58	7/14/15	"morality,decision-making,culture,women,storytelling,society"
2298	Alaa Murabit	What my religion really says about women	http://www.ted.com/talks/view/id/2298	"Strong faith is a core part of Alaa Murabit's identity -- but when she moved from Canada to Libya as a young woman, she was surprised how the tenets of Islam were used to severely limit women's rights, independence and ability to lead. She wondered: Was this really religious doctrine? With humor, passion and a refreshingly rebellious spirt, she shares how she found examples of female leaders across the history of her faith -- and how she speaks up for women using verses from the Koran."	http://www.ted.com/talks/view/id/2298/transcript?language=en	5	2015	TEDWomen 2015	0:12:13	7/21/15	"gender,religion,women,peace"
2299	Johann Hari	Everything you think you know about addiction is wrong	http://www.ted.com/talks/view/id/2299	"What really causes addiction -- to everything from cocaine to smart-phones? And how can we overcome it? Johann Hari has seen our current methods fail firsthand, as he has watched loved ones struggle to manage their addictions. He started to wonder why we treat addicts the way we do -- and if there might be a better way. As he shares in this deeply personal talk, his questions took him around the world, and unearthed some surprising and hopeful ways of thinking about an age-old problem."	http://www.ted.com/talks/view/id/2299/transcript?language=en	6	2015	TEDGlobalLondon	0:14:42	7/9/15	"narcotics,addiction,culture,policy,society"
2300	Alec Soth + Stacey Baker	This is what enduring love looks like	http://www.ted.com/talks/view/id/2300	"Stacey Baker has always been obsessed with how couples meet. When she asked photographer Alec Soth to help her explore this topic, they found themselves at the worldâ€™s largest speed-dating event, held in Las Vegas on Valentineâ€™s Day, and at the largest retirement community in Nevada -- with Soth taking portraits of pairs in each locale. Between these two extremes, they unwound a beautiful through-line of how a couple goes from meeting to creating a life together. (This talk was part of a TED2015 session curated by Pop-Up Magazine: popupmagazine.com or @popupmag on Twitter.)"	http://www.ted.com/talks/view/id/2300/transcript?language=en	3	2015	TED2015	0:10:18	7/15/15	"love,photography,culture"
2301	Marlene Zuk	What we learn from insects' kinky sex lives	http://www.ted.com/talks/view/id/2301	"Marlene Zuk delightedly, determinedly studies insects. In this enlightening, funny talk, she shares just some of the ways that they are truly astonishing -- not least for the creative ways they have sex."	http://www.ted.com/talks/view/id/2301/transcript?language=en	5	2015	TEDWomen 2015	0:11:58	7/17/15	"insects,gender,sex,biology,science,animals,biodiversity,humor"
2302	Jon Ronson	When online shaming spirals out of control	http://www.ted.com/talks/view/id/2302	"Twitter gives a voice to the voiceless, a way to speak up and hit back at perceived injustice. But sometimes, says Jon Ronson, things go too far. In a jaw-dropping story of how one un-funny tweet ruined a woman's life and career, Ronson shows how online commenters can end up behaving like a baying mob -- and says it's time to rethink how we interact online."	http://www.ted.com/talks/view/id/2302/transcript?language=en	6	2015	TEDGlobalLondon	0:17:11	7/20/15	"social media,culture,humanity,technology,society"
2303	Salvatore Iaconesi	What happened when I open-sourced my brain cancer	http://www.ted.com/talks/view/id/2303	"When artist Salvatore Iaconesi was diagnosed with brain cancer, he refused to be a passive patient -- which, he points out, means ""one who waits."" So he hacked his brain scans, posted them online, and invited a global community to pitch in on a ""cure."" This sometimes meant medical advice, and it sometimes meant art, music, emotional support -- from more than half a million people."	http://www.ted.com/talks/view/id/2303/transcript?language=en	4	2013	TEDMED 2013	0:10:52	7/16/15	"open-source,cancer,empathy,health,brain,science,Internet,art,community,TED Fellows"
